name,meat
Coconut Chia Pudding,FALSE
Paneer Frankie - Delicious Kid Friendly Snack,FALSE
Beetroot Paneer Curry In Coconut Milk - Beet Paneer Curry,FALSE
Rajasthani Gatte Ka Pulao,FALSE
Paneer Kofta Curry - Paneer Kofta Curry,FALSE
Chia Seeds Shikanji,FALSE
Spiced Coconut Oatmeal With Assorted Fruits,FALSE
Carrot And Capsicum Rice,FALSE
South Indian One Pot Sambar Rice,FALSE
Pineapple and Dill Granita,FALSE
Spicy Lemon Chilli Paneer Tart With Curry Leaves,TRUE
Bajri Roti,FALSE
Chinese style Black Sesame Nai Huang Bao (Steamed Custard Buns),FALSE
Kesar Shrikhand - Greek Yogurt Pudding With Saffron,FALSE
Matki Chi Usal - Spicy Moth Sprouted Salad,FALSE
Egg Korma,TRUE
Raw Tomato Chutney - Raw Tomato Chutney,FALSE
Broccoli Rava Idli,FALSE
Mushroom and Goat Cheese Omelette with Spinach,TRUE
Caramel Folded Plum Cake,TRUE
Chole Capsicum Masala,FALSE
Chocolate Ganache Tart,FALSE
Konkani Style Mooga Ghushi-Sprouted Whole Green Gram In Tangy Coconut Gravy,FALSE
Thai Flavoured Vegetable Noodles In Coconut Curry,FALSE
Mambazha Pulissery - Mango Mor Kuzhambu,FALSE
Mangalorean Style Sonay Sukka - Dry Chickpea Stir Fry,FALSE
Masala Mixed Sprouts Sandwich,FALSE
Sindhi Kuneh Ja Bhee (Lotus Stem Chaat),FALSE
Eggless Whole wheat And Orange Almond Cake,FALSE
"Beetroot, Sweet Potato And Oatmeal Cutlet",FALSE
Punjabi Lobia Masala (Punjabi Style Black Eyed Beans Curry),FALSE
Delmonte Beetballs Pasta,FALSE
Chicken Teriyaki Rice Bowl,TRUE
Strawberry Smoothie Bowl with chia seeds and Muesli,FALSE
Oven Roasted Peaches And Cream,FALSE
Karnataka Style Sorakkai Palya - Karnataka Style Bottle Gourd Sabzi,FALSE
Andhra Style Multi Lentil Garelu (Vada),FALSE
Grilled Vegetable and Oat Salad with Feta Cheese,FALSE
Sweet Potato and Peas Cutlet,FALSE
Instant Khaman Dhokla,FALSE
Amritsari Fish Gravy,TRUE
Kachumber Salad,FALSE
Homemade Nachos,FALSE
Moong Dal Palak Cheela,FALSE
Dhaba Style Egg Curry in Electric Pressure Cooker,TRUE
Rumali Roti,FALSE
Sabudana Sandige - Sabudana Vadam,FALSE
Vendakkai-Vazhakkai Mor Kuzhambu (Tamil Nadu Style Lady's Finger and Raw Banana Curry),FALSE
Pepper Mushroom Stir Fry,FALSE
Garlic Crust Vegetable Pizza,FALSE
Kashmiri Phool Rogan Josh - Cauliflower in Red Curry,FALSE
Arugula Watermelon and Feta Salad,FALSE
Roasted Walnut Zucchini Carrot Salad in Red Wine Vinaigrette,FALSE
Tamil Nadu Style Chicken Salna,TRUE
Bengali Style Labra - Mix Vegetable Sabzi,FALSE
Dal Banjara,FALSE
Prawn Balchao,TRUE
Prawn Masala Rice,TRUE
Chicken Keema Paratha - Minced Chicken Flat Bread,TRUE
Sweet Potato and Neem Leaves Vegetable Curry,FALSE
Kashmiri Style Chokh Vangun - Baingan Masala,FALSE
South Indian Egg Curry,TRUE
No-Bake Tangy Lemon Pie,TRUE
Toffee Banana (Classic Chinese Dessert),FALSE
Instant Gor Kairi Lonche - Sweet Raw Mango Pickle,FALSE
15 Minutes Mexican Fried Rice,FALSE
Bottle Gourd Ice Cream - Lauki Ice Cream,FALSE
Vazhakkai Varuval- Raw Banana Roast,FALSE
Peshawari Kala Chana,FALSE
Thouthe Kodel,FALSE
Karwar Style Kairichi Udid Methi (Raw Mango Methi Curry),FALSE
Pepper Murukku - South Indian Style Chakli,FALSE
Orange Mocktail,FALSE
Raw Mango Carrot Cucumber Salad With Peanuts,FALSE
Chicken And Shrimp Bánh Xèo  -Vietnamese Stuffed Crepe,TRUE
Kashmiri Chhir Chot- Rice Pancakes,FALSE
Chow Chow Sambar (Chayote Squash Sambar),FALSE
Muttaikose Poriyal -  Purple Cabbage Poriyal | Red Cabbage Sabzi,FALSE
Basil Pesto Grilled Chicken,TRUE
Menthya Matvadi Palya - Madhwa Brahmin Style Methi-Chana Dal Sabzi,FALSE
Goan Sorak Curry,FALSE
Stir Fried Tofu and Celery,FALSE
Ice Wine Panna Cotta,FALSE
Danyachi Amti (Maharashtrian Style Groundnut Curry),FALSE
Pacha Payir Kulambu (South Indian Style Green Gram Curry),FALSE
Whole Wheat And Ragi Crepe With Muesli And Strawberry,FALSE
Palak Bhajia - Spinach Pakoras,FALSE
Chinese Bhel - No Onion No Garlic,FALSE
Corn Halwa - Makki Ka Halwa,FALSE
Thandu Keerai Poriyal - Amaranth Leaves Stir Fry,FALSE
Black Eyed Beans Sambar,FALSE
Kovakka Thoran (Poriyal),FALSE
Chicken Tikki,TRUE
Red Velvet Cake,TRUE
Karatyacho Fodi - Pan Fried Bitter Gourd,FALSE
Jowar Atta Roti - Sorghum Wheat Phulka,FALSE
Cream Cheese Scrambled Eggs,TRUE
Pavakkai Poriyal - Karela Ki Sabzi,FALSE
Manga Ogre,FALSE
Lobia Masala,FALSE
Lauki Chana Dal,FALSE
Vietnamese Rice Pocket With Caramelised Onions and Chillies,FALSE
Mixed Vegetable Samosa,FALSE
Mirchi Pakodi,FALSE
Lugai Gosht - Mutton In Spicy Tomato Onion Gravy,TRUE
Kalkandu (Kallusakkare) Pongal | Rice Pudding with Rock Candy,FALSE
Shakkarkandi ke Laddu | Sweet Potato Laddu,FALSE
Carrot Chutney,FALSE
Dal Palak With Moong and Masoor Dal,FALSE
Mumbai Style Pani Puri,FALSE
Spicy Moroccan Eggs,TRUE
Zoodles Salad - Zucchini Noodles,FALSE
Paneer Makhana Gulgule Chaat - No Onion No Garlic,FALSE
Cheesy Pasta Casserole With Broccoli And Cheese,FALSE
Insalata Caprese Salad,FALSE
Mutton Matar Keema -Minced Mutton With Green Peas,TRUE
Rajma Wrap With Carrot Cucumber Sandwich Spread,FALSE
Palak Chana Dal,FALSE
Apple Pancake Mess,FALSE
French Onion Tart,FALSE
Rajasthani Makki Ka Chatpata Dhokla,FALSE
Garlic And Mushroom Soup,FALSE
South Indian Amaranth Stir Fry,FALSE
Arbi Ke Meethe Chande,FALSE
Aloo Palak Sabzi,FALSE
"Millet Cottage Cheese Fritters-Flavored With  Za'atar,",FALSE
Spicy Whole Wheat Roti Taco Bowls,FALSE
Egyptian Koshari,FALSE
Shakarkandi Ke Gulab Jamun (Sweet Potato Gulab Jamun),FALSE
Kadai Chicken - Chicken Cooked With Onion And Capsicum,TRUE
Vegetable Dhansak,FALSE
Hayagreeva,FALSE
Burnt Garlic Pasta with Mushroom,FALSE
Tomato Garlic Chutney,FALSE
Neymeen Vatti Pattichathu - Seer Fish In Spicy Masala,TRUE
Moroccan Chickpeas Curry with Quinoa and Coriander Curd,FALSE
Mutton Khurdi - Bohra Style White Mutton Stock Soup,TRUE
Iyengar Style Masala Toast,FALSE
Andhra Style Mutton Curry,TRUE
Delicious Arabic Sweet Kunafa (Knafeh),FALSE
Pineapple Carpaccio - Spiced Pineapple Salad with Ginger and Mint,FALSE
Churros With Cinnamon and Sugar | Eggless,FALSE
Buttered Potato Cubes - Finger Food For Babies Above 9 Months,FALSE
Carrot and Beans Poriyal,FALSE
Sweet Potato and Green Bean Salad,FALSE
Panchmel Dal,FALSE
Shikampuri Kebab - Kebabs made with Brown Chickpeas,FALSE
Chanar Paturi,FALSE
Dum Ke Baingan,FALSE
South Indian Potato and Eggplant Sabzi,FALSE
Gujarati Kadhi With Milk And Mint,FALSE
Aloo Dum,FALSE
Healthy Black Bean Burger Without Bun,FALSE
Chettinad Poondu Rasam | Spicy Garlic Rasam,FALSE
Tripura Style Tomato Chutney,FALSE
Bonda Mor Kuzhambu,FALSE
Chana Turai/Nenua Chana Sabzi (Ridge Gourd with Black Chana),FALSE
Coorg Style Bollari Barthad - Mangalore Cucumber Stir Fry,FALSE
Spinach Cottage Cheese Cannelloni in Roasted Pepper Sauce,FALSE
Lahsuni Paneer - Paneer Flavoured With Garlic,FALSE
Kandathippili Rasam - Long Pepper Rasam,FALSE
Mavinakayi Menasinakai Curry  - Raw Mango Coconut Curry,FALSE
Aloo Chaat With Baked Beans - Roz Ka Khana With Figaro Olive Oil,FALSE
Soft Masala Dosa With Red Chutney,FALSE
"Sweet Potato, Broccoli And Tofu Curry",FALSE
Crispy Crunchy Roti Ke Papad,FALSE
Capsicum Masala Poriyal (South Indian Style Bell Pepper Stir Fry),FALSE
Chicken Manchurian Dry,TRUE
Pepper Tea - Kali Mirch Chai,TRUE
Cumin Spiced Potato And Leek Soup,FALSE
Bird Lime Stir Fry,FALSE
Parsi Style Sweet and Spicy Drumsticks Cooked In Coconut Water/Toddy,FALSE
No Onion And No Garlic Aloo Gajar Matar Ki Sabzi,FALSE
Lebanese Style Shish Tawook - Grilled Chicken Skewers,TRUE
Bengali Bhindi Doi Posto,FALSE
Cajun Kidney beans Rice With Soya Chunks,FALSE
Persian Chicken Kidney Bean Stew,TRUE
Papad er Dalna - Bengali Papad Curry,FALSE
Cheesy Potato Peas Potli,FALSE
Chettinad Style Chilli Gobhi,FALSE
Pudina Rice,FALSE
Sugar Free Pineapple Dates Cake,TRUE
Kathal Masaledar Sabzi - Jackfruit Masala Sabzi,FALSE
Watermelon And Pumpkin Seeds Podi,FALSE
Delicious Breakfast Anda Ghotala With Butter Pav,TRUE
Achari Aloo Sabzi - Potatoes In Spicy Pickle Masala,FALSE
Panjiri Ladoo,FALSE
Palak Paneer Bhurji -Spiced Cottage Cheese Scramble With Spinach,FALSE
Fujian Style Green Vegetables Stir Fry,FALSE
Petha Wadi Sabzi,FALSE
Jain Style Dal Makhani,FALSE
Adraki Rajma Masala - Rajma Masala,FALSE
Aloo Methi Masala,FALSE
Muesli Banana Fritters,FALSE
Spinach and Cottage Cheese Eggless Ravioli,FALSE
Canadian Egg Free Butter Tart (Eggless),FALSE
Beet Carrot and Apple Salad in Orange Mustard Vinaigrette,FALSE
Mango Tomato Bean Salsa,FALSE
Guacamole Soup - Spiced Avocado Soup,FALSE
High Protein Soya Idli and Dosa Batter,FALSE
"Bread, Paneer and Potato Instant Vada",FALSE
Baingan Methi Ka Bharta,FALSE
Boondi Ki Kheer,FALSE
Carrot Beet Amaranth Super Salad,FALSE
Paneer Kundan With,FALSE
Rajasthani Govind Gatta Curry,FALSE
Maheri,FALSE
Tamatar Wali Arbi Sabzi,FALSE
Achari Paratha Roll,FALSE
Garlic Spinach Balls,FALSE
Carrot Matar Paratha,FALSE
Eggplant Potato Alkaline Broth,FALSE
Steamed Sweet Corn Flavored with Chaat Masala,FALSE
Mustard Egg Curry,TRUE
Jalapeno Potato Cheese Balls With Four Pepper Cheese Dip,FALSE
Banana-Almond Butter Bread,TRUE
Masala Akki Roti - Spicy Rice Flour Flatbread,FALSE
Eggless Wholewheat And Custard Powder Coconut Cookies,FALSE
Oats And Date Cookie,FALSE
Kashmiri Phool Rogan Josh,FALSE
Kongunadu Special Pattani Biryani (Green Peas Biryani From Kongunadu),FALSE
Jowar Garlic Naan- Healthy Sorghum Naan,FALSE
Allahabadi Tehri (UP Style Vegetable Rice),FALSE
Asian Style Honey Chicken With Vegetables,TRUE
Kale Chane Ki Kadhi - Black Chickpea Kadhi,FALSE
Chicken Burrito,TRUE
Anar and Aloo Pakora,FALSE
Healthy Fresh Vegetable Salad Bowl with Sour Yogurt Dressing,FALSE
Badam Nu Gosht - Parsi Style Mutton In Almond Gravy,TRUE
Homemade Whole Wheat Pav / Ladi Pav,FALSE
Potato Bonda Flavoured With Sambar Powder,FALSE
Smoked Dhaba Dal,FALSE
"Whole Wheat Pizza With Egg, Bell Peppers And Fresh Basil",TRUE
Gorikayi Palya - Karnataka Style Gawar Phali Sabzi,FALSE
Zucchini Zoodles with mushroom Meatball,FALSE
Aloo Gajar Matar Sabzi,FALSE
Pakistani Style Tinde Ki Tarkari - Apple Gourds Cooked With Tomatoes,FALSE
Fruit Chili Chutney - Andhra Red Chili Chutney,FALSE
Besan Aur Pyaz Ka Cheela,FALSE
Potato Bonda Flavoured With Sambar Powder,FALSE
Leftover Carrot Cake Mini Trifle,TRUE
Vendakkai Poriyal (South Indian Style Okra Stir Fry Spiced With Sambar Powder),FALSE
Raw Banana Dosa,FALSE
Traditional Steamed Modak (Ukadiche Modak With Rice flour),FALSE
Cabbage Besan Fry,FALSE
Indian Style Fajitas,FALSE
Homemade Tagliatelle Pasta with Capers and Bell peppers,FALSE
Jeera Rice - Cumin And Ghee Flavored Rice,FALSE
Dahi Achari Bhindi - Dahi Achari Bhindi,FALSE
Broccoli With Lemon Butter Sauce,FALSE
Paasi Paruppu Beans Poriyal - Moong Dal and French Beans Stir Fry,FALSE
Sesame Seeds Chutney,FALSE
Buckwheat and Oatmeal Chocochip Pancakes (Eggless),FALSE
Banana Cream Pie,TRUE
Raw Jackfruit Kofta Curry - Kathal Kofta Curry,FALSE
Vegetable Biryani With Chatpata Aloo,FALSE
Farali Aaloo Pattice,FALSE
Himachali Pahari Mutton,TRUE
Lagan Ki Machli - Delicious Pomfret Curry,TRUE
North Arcot Special Greens Rava Puliyodharai - Broken Wheat / Dalia Puliogare,FALSE
Chow-Chow Kothamalli Chutney - Chayote Coriander Chutney,FALSE
Gujarati Style Multigrain Masala Kadak Puri - Masala Mathri,FALSE
Strawberry Chutney - Strawberry Chutney,FALSE
Ringan Methi Nu Shaak - Gujarati Style Eggplant and Fenugreek Leaves Sabzi,FALSE
Dahi Baingan - Brinjal In Curd Based Gravy,FALSE
Assamese Saaru Maas Diya Adar Jhol - Fish In Ginger Gravy,TRUE
Manipuri Style Sana Thongpa-Paneer and Green Beans in Milk Gravy,FALSE
Chocolate Honeycomb Bun,FALSE
Pomegranate And Chia Seeds Yogurt Smoothie,FALSE
Creamy Potato Egg Salad with Herbs,TRUE
Brinjal Mor Kuzhambu,FALSE
Arbi Ke Kebab (Spicy Colocasia Kebab),FALSE
No Bake Rice Mawa Cake,FALSE
Phul Gobi Ka Thoran - Kerala Style Cauliflower,FALSE
Gravel-til Bhakri (Cesme Crusted Barge Flobard),FALSE
Doodanche Fov (Goan Style Milk Beaten Rice/Poha In Milk),FALSE
Egg and Cheesy Garlic Mayo Sandwich,TRUE
Wheat Phulka Yeast- Diabetic Friendly Baker's Yeast,FALSE
Grapes Muffin,FALSE
Karnataka Style Bassaru Palya - Toor Dal And Dill Leaves Stir Fry,FALSE
Karwar Style Phodni Phov- Red Rice Poha With Cashew Nuts,FALSE
Chinese Bhel - Crispy Noodle Salad,FALSE
Cauliflower And Peas Bhurji,FALSE
Murgh Ajmeri,TRUE
Eggless Banana Pressure Cooker Cake,FALSE
Waldorf Salad,FALSE
Vegan Cashew Mayonnaise,FALSE
Aam Ki Kheer - Mango Coconut Payasam,FALSE
Buddha's Delight (Thin Rice Noodles With Vegetables),FALSE
Lemon Coconut Chia Energy Balls,FALSE
Bhugi Dal Paratha - Moong Dal Paratha,FALSE
Thai Cucumber Relish,FALSE
Navel Orange Marmalade,FALSE
Kashmiri Style Gushtaba - Mutton Kofta in Curd,TRUE
Gujarati Wadi Casserole,FALSE
Sour Sweet Gourd Curry - Tangy and Sweet Bottle Gourd Curry,FALSE
Raw Banana Cutlet - No Onion No Garlic Jain Cutlet,FALSE
Carrot Paruppu Usili - Steamed Lentils Crumbled With Carrots,FALSE
Rose Buns With Stuffed Mushroom,FALSE
Scrambled Paneer Sandwich,FALSE
Stuffed Chicken With Mixed Vegetables,TRUE
Black Bean Soup With Mojo,FALSE
Lauki Raita - Gourd Raita,FALSE
Chicken Sholay Kebab - Chicken Sholay Kebab,TRUE
Eggs Benedict With Caramelised Onion And Hollandaise Sauce,TRUE
Kerala Kadala Curry (Kerala Kadala Curry),FALSE
Guava And Papaya Mimosa Drink,FALSE
Crunchy Vegetables Tortilla Wrap,FALSE
Veggie Pearl Millet Tart,FALSE
Bharwa Baingan Aur Pyaaz Ki Sabzi - Roz Ka Khana With Figaro Olive Oil,FALSE
Skillet Potato And Eggs,TRUE
Dahi Suran Ki Sabzi (Stir Fried Yam in Dry Yogurt Curry),FALSE
Aloo Tikki Stuffed Pita Sandwich,FALSE
Delicious Spicy Chyawanprash Cookies,FALSE
Goan Style Tonak Alsanyache (Black eyed beans cooked in Tonak Masala),FALSE
Homemade Paneer,FALSE
Avarekalu Tikki,FALSE
Egg Stuffed Paratha,FALSE
Kottambari Tambuli - Udupi Style Raw Coriander Kadhi,FALSE
Andhra Style Pappu Charu (Lentil Soup Style Curry),FALSE
"Peas, Corn and Paneer Savory Hand Pies",FALSE
Coconut Banana Oatmeal Porridge,FALSE
Cucumber Sandwich With Yogurt Dill Spread,FALSE
Chettinad Beetroot Kurma,FALSE
Palak Chole (Spinach and Chickpea Curry),FALSE
Spinach Stir Fry With Garlic,FALSE
Tandoori Gobi Tikka - Tandoori Gobi Tikka,FALSE
Chickpea Tamarind Broth - Tolerant South Indian Gala Sana Surri,FALSE
Peeled Moong Dal - Chilke Wali Moong Dal,FALSE
Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread),FALSE
Corn And Bell Pepper Sandwich,FALSE
Enduri Pitha With Mango Twist,FALSE
Matar Masala - Peas In Onion Tomato Gravy,FALSE
Aloo Gajar Matar Sabzi,FALSE
Potato cabbage fenugreek,FALSE
Tangy Tomato Pie Tart,FALSE
Pudlangai Porial - Snake Gourd Porial,FALSE
Posto Chicken - Bengali Chicken In Poppy Seed Paste,TRUE
Kasuri Methi Mach - Dry Fenugreek Flavoured Fish Curry,TRUE
Kerala Style Christmas Plum Cake,TRUE
Masala Karela - Masala Karela,FALSE
Kerala Style Chemmeen Moilee - Prawn Curry,TRUE
Mullu Murukku - Chakli - South Indian Snack,FALSE
Peshawari Chole,FALSE
Pumpkin Sabzi - Pumpkin Sabzi With Panch Phoron Masala,FALSE
Fennel Potato - Saunf Aloo,FALSE
Thai Fish Cake,TRUE
Millet Potato Paratha,FALSE
Crunchy Carrot Peanut Raita - Gajar Moongphali Raita,FALSE
Egg In A Biscuit,TRUE
Baked Potato and Peas Samosa With Phyllo Pastry,FALSE
Eggless Baked Chocolate Chip Coins,FALSE
Carrot Lemon Rice,FALSE
Whole Wheat Homemade English Muffins,FALSE
Roasted Vegetable Flan In Herbed Sauce,TRUE
Mushroom Biryani,FALSE
Gawar Ki Sabzi - Cluster Beans Curry,FALSE
Curried Couscous,FALSE
Gujarati Style Lapsi - Millet Sweet Pudding,FALSE
Chilli Egg In Soya Sauce,TRUE
Kale and Leeks Frittata,FALSE
Goan Style Mushroom Vindaloo,FALSE
Moong Sprouts And Sweet Potato Cutlet,FALSE
Andhra Style Allam Pachadi (Ginger Chutney),FALSE
Croquettes With Bhetki Fish,TRUE
Sagu Masala Dosa,FALSE
Mediterranean Tomato Basil Sandwich With Sweet Piquanté Pepper,FALSE
Vegetable Coconut Milk Soup With Vermicelli Noodles,FALSE
Methi Pakoras,FALSE
Spinach Dates and Banana Smoothie,FALSE
Milagu Jeera Curry Leaf Sadam,FALSE
Chettinad Egg Paniyaram | Rise Paniyaram,TRUE
Healthy Vegetable Poha Cutlet -Vegetable Beaten Rice Patty,TRUE
Evergreen Smoothie,FALSE
Chocolate Nutella Lava Cookies,FALSE
Rasgulla custard pudding,FALSE
Masala Vada Curry - Chana Dal Vada Curry,FALSE
Vanilla Flavored Kunafa,FALSE
Karwar Style Madgane With Oats and Rajgira,FALSE
Leftover Dal Paratha,FALSE
Punjabi Kadhi Pakora - Delicious Punjabi Kadhi,FALSE
Carrot Cake Parfait With Custard And Strawberries,FALSE
Herbed Vegetables In Roasted Bell Pepper Sauce,FALSE
Prawns Coconut Curry,TRUE
Pudina Khara Pongal - Pudina Khara Pongal,FALSE
Tandoori Paneer Tikka Masala - Tandoori Paneer Tikka Masala,FALSE
Lauki Wadi Tarkari - Bengali Style Moong Dal Dumplings and Bottle Gourd Sabzi,FALSE
Mushroom and Broccoli Soup - Mushroom and Broccoli Soup,FALSE
Red Lentil Curry Without Coconut,FALSE
Aloo Gobi Sabzi - Potato And Cauliflower Dry Curry,FALSE
Paneer Matar Butter Masala (Paneer Matar Butter Masala),FALSE
Semia Pudding - Vermicelli Kheer,FALSE
Raw Mango Dhokla Topped With Sweet Mango Chutney,FALSE
No Onion No Garlic Lauki Paneer Kofta Curry,FALSE
Rajasthani Style Mutton Banjara,TRUE
Ulundagorai - Spicy Urad Dal Flavored Rice (For Prashad and Naivedyam),FALSE
Creamy Radish Soup With Sweet Potato,FALSE
Crispy Chicken Nuggets - KFC Style,TRUE
Light And Healthy Spinach Soup,FALSE
Malwani Pumpkin And Raw Mango Curry,FALSE
Sour Pumpkin Vegetable - Tangy Tamarind Pumpkin Curry,FALSE
Sweet Chili and Orange Chicken,TRUE
Kashmiri Style Chaman-Qaliya Cottage Cheese Curry,FALSE
Focaccia Bread with Sweet Onion and Capers,FALSE
Baked Bhakarwadi,FALSE
Gul Poli (Maharashtrian Jaggery and Sesame Stuffed Flatbread),FALSE
Vatana Bateta Na Rotla - Gujarati Peas and Potato Roti,FALSE
Mutton Chaap - Slow Cooked Lamb Chops,TRUE
Lemongrass Tofu and Vegetable Curry,FALSE
Ghee Tooria Per Eda - Parsi Style Ridge Gourd With Fried Eggs,TRUE
Milagai Podi Uthappam - Spicy Chilli Powder Pancake,FALSE
Rajasthani Steel White Mass,TRUE
Eggless Rich Chocolate Brownies,FALSE
Chilled Sweet and Sour Cucumber Noodle Salad,FALSE
Cucumber Neer Dosa-Rice Pancake,FALSE
Eggless Chocolate Chip And Honey Cookies,FALSE
Red Chilli Coconut Chutney - Red Chilli Coconut Chutney,FALSE
Rajasthani Mirchi Bada - Chilli Fritters,FALSE
Andhra Style Bangaladumpa Vepudu - Potato Fry,FALSE
Rabodi capsicum vegetable - Rajasthani Curry with Corn Papad,FALSE
Awadhi Khatti Arbi Ka Salan - Awadhi Style Khatti Arbi Ka Salan,FALSE
Avocado Cheese Chilli Toast,FALSE
Indian Spiced Brussel Sprouts Sabzi (Brussel Sprouts Stir Fry),FALSE
Moong Matar Kebab - Green Lentil And Peas Kebab,FALSE
Pomegranate Sauce,FALSE
Gluten-Free Mango and Coconut Milk Ice-Cream,FALSE
Polenta Pizza With Vegetables,FALSE
Baby Corn and Green Peas Sabzi,FALSE
Roasted Eggplant Parmigiana,FALSE
Karnataka Style Kashi Halwa With Ash Gourd,FALSE
Veg Tunday Kabab,FALSE
Kesar Pista Kulfi,FALSE
Crispy Balak Pagora - Made in the pit paniyaram pan,FALSE
Dahi Wale Aloo,FALSE
Karamani Poriyal,FALSE
Chow Chow Curry - Chow Chow Curry,FALSE
Shehenshahi Parsi Keema Pulao,TRUE
Sorakkai Puli Kuzhambu - Tangy Bottle Gourd Curry,FALSE
Vegan Navratan Korma,FALSE
Coriander Garlic Baked Chicken,TRUE
Coconut French Toast with Chocolate Chips,TRUE
Roasted Bell Pepper Rasam,FALSE
Green Chana Chutney - Green Chana Chutney,FALSE
Gingerbread Pancake,TRUE
Punjabi Style Lobia Masala (Black Eyed Peas Masala),FALSE
Peanut Curry,FALSE
Roasted Peppers And Mushroom Tortilla Pizza,FALSE
Red Chilli Pesto and Roasted Tomato Spaghetti Pasta,FALSE
Upar Ghee Laddu - Whole Wheat Flour and Banana Squares,FALSE
Mangalorean Neer Dosa-Savory Rice and Coconut Crepe,FALSE
Andhra Style Munakkada Masala Kura - Drumstick Dry Curry,FALSE
Kasuri methi leaves,FALSE
Dal Vangi - Spicy Lentils with Roasted Eggplant,FALSE
Karupatti Coffee,FALSE
Pasta In Tomato Onion Chutney,FALSE
Minced Meat And Egg Croquettes,TRUE
Kovakka Thoran,FALSE
Whole Wheat Beetroot Paratha,FALSE
Karwar Style Khatkhate (Mixed Vegetable Curry With Toor Dal and Coconut),FALSE
Khatti Meethi Mirchi Ki Sabzi,FALSE
Avocado Mint Soup - Avocado Mint Soup,FALSE
Cold Pasta Salad With Potatoes And Green Peas,FALSE
Chocolate Toast Topped With Pumpkin and Sunflower Seeds,FALSE
Bihari Suran Chutney (Bihar Style Elephant Yam Chutney),FALSE
Allu Chutney - Ellu Chutney,FALSE
Chicken And Basil Quiche,TRUE
Spinach and Dill Tart With Roasted Peppers,FALSE
Besan methi paratha,FALSE
Palak Kichadi,FALSE
Green Chilli Vegetable (Green Chilli Vegetable),FALSE
Paneer Onion Paratha,FALSE
Spicy Coconut Peanut Stuffed Baby Brinjal,FALSE
Aloo Parwal In Poppy Seed Masala,FALSE
Zoodles In Tomato And Cashew Cream Sauce (Vegan),FALSE
Andhra Style Erra Kaaram Dosa (Spicy Red Chilli Chutney Dosa),FALSE
Bengali Posto Porota (Spiced Poppy Seed Parathas),FALSE
Lemon Chicken Chicken - Chicken with Gandharaja Lemon and Green Chili,TRUE
Spinach Egg Muffins,TRUE
Thai Green Curry with Chicken and Red Rice,TRUE
Butter Coriander and Lemon Sweet Corn,FALSE
Kashmiri Style Dum Oluv - Dum Aloo,FALSE
Spinach Paneer Stuffed Oats Chila - Oats Cheela Stuffed With Creamy Palak Paneer,FALSE
Tamil Nadu Style Karamani Murungakkai Kuzhambu-Black eyed Beans and Drumstick Curry,FALSE
Karwar Style Lasani Kadhi - Kokum And Coconut Milk Curry,FALSE
Pudina Mavinakayi Chutney - Mint Mango Chutney,FALSE
Crispy Potato Roses,FALSE
Goan Sweet Khatkhati (Coconut Candy),FALSE
Goan Prawns Vindaloo,TRUE
Spicy Haryana Style Egg Curry,TRUE
Baked Chana Dal Vada - Baked Chana Dal Vada,FALSE
Achari Amla Mirchi Vegetable - Gooseberry and Green Chilli Vegetable,FALSE
Mughlai Style Aloo Matar Gobi Gravy,FALSE
Kimami Sewai,FALSE
Chammanthi Chutney,FALSE
Red Beans And Oats Cutlet,FALSE
Cantonese Style Chicken Chowmein,TRUE
Milk Braid Rolls,TRUE
Chilli Chocolate Cookies,FALSE
Provençal Tomato Rice Soup,FALSE
Aloo Subz Dum Biryani,FALSE
Malabar Style Dates Coriander Chutney - Malabar Style Dates Coriander Chutney,FALSE
Mushroom filled Vol-au-Vent,FALSE
Tomato Poha With Peas,FALSE
Methi Sprouts Salad - Healthy and Tasty Diabetic Snack,FALSE
Lebanese Style Caramelized Onion Pilaf with Fried eggs,FALSE
Thai Style Paneer Toast,TRUE
Sprouted Moong Chaat,FALSE
Hunase Saaru - Mysore Style Spicy Tamarind Rasam,FALSE
Eggless Custard Cookie,FALSE
Egg Dosa,TRUE
Sweet Potato Balls Stuffed With Cheesy Garlic Mayo,TRUE
Baked Palak Ki Mathri (Baked Spinach Spicy Tea-Time Crackers),FALSE
Mixed Vegetable Handi,FALSE
Aloo Matar Sabzi - Potato Pea Vegetable,FALSE
Frozen Royal Crumb,FALSE
Macha Mahura - Odia Style Fish Curry With Vegetables,TRUE
Chettinad Muttai Masala,TRUE
Amarod Wright - Guava Wright,FALSE
Roasted Pumpkin Spinach and Walnut Spaghetti,FALSE
Oat Banana Pancakes,FALSE
Mutton Dum Biryani,TRUE
Pita Saga Bati Basa,FALSE
Mint Coriander Spice Pulao,FALSE
Maharashtrian Green Chilli Thecha,FALSE
Tart Provencal With Ratatouille,FALSE
Chettinad Kathirikai Chops - Brinjal Curry for Biryani,FALSE
Shanghai Style Mantou - Pan Fried Momos,FALSE
Karnataka Style Southekayi Sippe Chutney (Mangalore Cucumber Peel Chutney),FALSE
Savory Semolina Breakfast Pudding,FALSE
Masala Dosa With Vegetable Filling,FALSE
Almond Nu Gosht - Badam Nu Gosht,TRUE
Mizoram Style Arsa Beipenek  - Spicy Chicken Stew,TRUE
Konkan Style Modachia Mangachi MT-Sprouted Mong Bean Curry,FALSE
Pudina Tambuli,FALSE
